id	chrom	start	stop	allele	order	decade	count
2_LDB_35465458_35921076	2	35465458	35921076	0	1	late	10
2_LDB_35465458_35921076	2	35465458	35921076	1	2	early	12
2_LDB_35465458_35921076	2	35465458	35921076	1	2	middle	3
2_LDB_35465458_35921076	2	35465458	35921076	1	2	late	3
2_LDB_35465458_35921076	2	35465458	35921076	2	3	early	0
2_LDB_35465458_35921076	2	35465458	35921076	2	3	middle	4
2_LDB_35465458_35921076	2	35465458	35921076	2	3	late	11
2_LDB_35465458_35921076	2	35465458	35921076	NA	4	early	0
2_LDB_35465458_35921076	2	35465458	35921076	NA	4	middle	2
2_LDB_35465458_35921076	2	35465458	35921076	NA	4	late	4
2_LDB_35465458_35921076	2	35465458	35921076	3	5	early	3
2_LDB_35465458_35921076	2	35465458	35921076	3	5	middle	3
2_LDB_35465458_35921076	2	35465458	35921076	3	5	late	0
2_LDB_35465458_35921076	2	35465458	35921076	4	6	early	1
2_LDB_35465458_35921076	2	35465458	35921076	4	6	middle	3
2_LDB_35465458_35921076	2	35465458	35921076	4	6	late	1
2_LDB_35465458_35921076	2	35465458	35921076	7	7	early	2
2_LDB_35465458_35921076	2	35465458	35921076	7	7	middle	1
2_LDB_35465458_35921076	2	35465458	35921076	7	7	late	0
2_LDB_35465458_35921076	2	35465458	35921076	6	8	early	1
2_LDB_35465458_35921076	2	35465458	35921076	6	8	middle	0
2_LDB_35465458_35921076	2	35465458	35921076	6	8	late	1
chr2:35925631	2	35924631	35926631	0	1	early	28
chr2:35925631	2	35924631	35926631	0	1	middle	23
chr2:35925631	2	35924631	35926631	0	1	late	18
chr2:35925631	2	35924631	35926631	1	2	early	2
chr2:35925631	2	35924631	35926631	1	2	middle	6
chr2:35925631	2	35924631	35926631	1	2	late	11
chr2:35925631	2	35924631	35926631	NA	3	early	0
chr2:35925631	2	35924631	35926631	NA	3	middle	0
chr2:35925631	2	35924631	35926631	NA	3	late	1
chr3:2137	3	1137	3137	0	1	early	20
chr3:2137	3	1137	3137	0	1	middle	26
chr3:2137	3	1137	3137	0	1	late	28
chr3:2137	3	1137	3137	1	2	early	9
chr3:2137	3	1137	3137	1	2	middle	3
chr3:2137	3	1137	3137	1	2	late	2
chr3:2137	3	1137	3137	NA	3	early	1
chr3:2137	3	1137	3137	NA	3	middle	0
chr3:2137	3	1137	3137	NA	3	late	0
3_LDB_21861_820853	3	21861	820853	0	1	early	9
3_LDB_21861_820853	3	21861	820853	0	1	middle	13
3_LDB_21861_820853	3	21861	820853	0	1	late	13
3_LDB_21861_820853	3	21861	820853	1	2	early	1
3_LDB_21861_820853	3	21861	820853	1	2	middle	2
3_LDB_21861_820853	3	21861	820853	1	2	late	10
3_LDB_21861_820853	3	21861	820853	2	3	early	6
3_LDB_21861_820853	3	21861	820853	2	3	middle	6
3_LDB_21861_820853	3	21861	820853	2	3	late	1
3_LDB_21861_820853	3	21861	820853	3	4	early	8
3_LDB_21861_820853	3	21861	820853	3	4	middle	2
3_LDB_21861_820853	3	21861	820853	3	4	late	2
3_LDB_21861_820853	3	21861	820853	5	5	early	5
3_LDB_21861_820853	3	21861	820853	5	5	middle	4
3_LDB_21861_820853	3	21861	820853	5	5	late	0
3_LDB_21861_820853	3	21861	820853	4	6	early	1
3_LDB_21861_820853	3	21861	820853	4	6	middle	2
3_LDB_21861_820853	3	21861	820853	4	6	late	4
3_LDB_837229_881955	3	837229	881955	0	1	early	10
3_LDB_837229_881955	3	837229	881955	0	1	middle	15
3_LDB_837229_881955	3	837229	881955	0	1	late	23
3_LDB_837229_881955	3	837229	881955	1	2	early	12
3_LDB_837229_881955	3	837229	881955	1	2	middle	12
3_LDB_837229_881955	3	837229	881955	1	2	late	5
3_LDB_837229_881955	3	837229	881955	2	3	early	8
3_LDB_837229_881955	3	837229	881955	2	3	middle	1
3_LDB_837229_881955	3	837229	881955	2	3	late	1
3_LDB_837229_881955	3	837229	881955	3	4	early	0
3_LDB_837229_881955	3	837229	881955	3	4	middle	1
3_LDB_837229_881955	3	837229	881955	3	4	late	1
3_LDB_887451_905579	3	887451	905579	0	1	early	23
3_LDB_887451_905579	3	887451	905579	0	1	middle	23
3_LDB_887451_905579	3	887451	905579	0	1	late	21
3_LDB_887451_905579	3	887451	905579	1	2	early	4
3_LDB_887451_905579	3	887451	905579	1	2	middle	3
3_LDB_887451_905579	3	887451	905579	1	2	late	8
3_LDB_887451_905579	3	887451	905579	2	3	early	3
3_LDB_887451_905579	3	887451	905579	2	3	middle	3
3_LDB_887451_905579	3	887451	905579	2	3	late	1
chr3:915424	3	914424	916424	0	1	early	22
chr3:915424	3	914424	916424	0	1	middle	28
chr3:915424	3	914424	916424	0	1	late	29
chr3:915424	3	914424	916424	1	2	early	8
chr3:915424	3	914424	916424	1	2	middle	1
chr3:915424	3	914424	916424	1	2	late	1
chr3:919775	3	918775	920775	0	1	early	25
chr3:919775	3	918775	920775	0	1	middle	26
chr3:919775	3	918775	920775	0	1	late	28
chr3:919775	3	918775	920775	1	2	early	3
chr3:919775	3	918775	920775	1	2	middle	3
chr3:919775	3	918775	920775	1	2	late	1
chr3:919775	3	918775	920775	NA	3	early	2
chr3:919775	3	918775	920775	NA	3	middle	0
chr3:919775	3	918775	920775	NA	3	late	1
chr3:923583	3	922583	924583	0	1	early	27
chr3:923583	3	922583	924583	0	1	middle	25
chr3:923583	3	922583	924583	0	1	late	29
chr3:923583	3	922583	924583	1	2	early	3
chr3:923583	3	922583	924583	1	2	middle	3
chr3:923583	3	922583	924583	1	2	late	1
chr3:923583	3	922583	924583	NA	3	early	0
chr3:923583	3	922583	924583	NA	3	middle	1
chr3:923583	3	922583	924583	NA	3	late	0
3_LDB_927011_1238102	3	927011	1238102	0	1	early	8
3_LDB_927011_1238102	3	927011	1238102	0	1	middle	12
3_LDB_927011_1238102	3	927011	1238102	0	1	late	19
3_LDB_927011_1238102	3	927011	1238102	1	2	early	5
3_LDB_927011_1238102	3	927011	1238102	1	2	middle	5
3_LDB_927011_1238102	3	927011	1238102	1	2	late	5
3_LDB_927011_1238102	3	927011	1238102	2	3	early	8
3_LDB_927011_1238102	3	927011	1238102	2	3	middle	1
3_LDB_927011_1238102	3	927011	1238102	2	3	late	1
3_LDB_927011_1238102	3	927011	1238102	NA	4	early	4
3_LDB_927011_1238102	3	927011	1238102	NA	4	middle	3
3_LDB_927011_1238102	3	927011	1238102	NA	4	late	0
3_LDB_927011_1238102	3	927011	1238102	4	5	early	2
3_LDB_927011_1238102	3	927011	1238102	4	5	middle	4
3_LDB_927011_1238102	3	927011	1238102	4	5	late	0
3_LDB_927011_1238102	3	927011	1238102	3	6	early	1
3_LDB_927011_1238102	3	927011	1238102	3	6	middle	0
3_LDB_927011_1238102	3	927011	1238102	3	6	late	5
3_LDB_927011_1238102	3	927011	1238102	5	7	early	2
3_LDB_927011_1238102	3	927011	1238102	5	7	middle	4
3_LDB_927011_1238102	3	927011	1238102	5	7	late	0
3_LDB_1245432_1298813	3	1245432	1298813	0	1	early	22
3_LDB_1245432_1298813	3	1245432	1298813	0	1	middle	19
3_LDB_1245432_1298813	3	1245432	1298813	0	1	late	20
3_LDB_1245432_1298813	3	1245432	1298813	1	2	early	7
3_LDB_1245432_1298813	3	1245432	1298813	1	2	middle	9
3_LDB_1245432_1298813	3	1245432	1298813	1	2	late	8
3_LDB_1245432_1298813	3	1245432	1298813	2	3	early	1
3_LDB_1245432_1298813	3	1245432	1298813	2	3	middle	1
3_LDB_1245432_1298813	3	1245432	1298813	2	3	late	2
3_LDB_1301827_1611925	3	1301827	1611925	0	1	early	8
3_LDB_1301827_1611925	3	1301827	1611925	0	1	middle	12
3_LDB_1301827_1611925	3	1301827	1611925	0	1	late	19
3_LDB_1301827_1611925	3	1301827	1611925	1	2	early	7
3_LDB_1301827_1611925	3	1301827	1611925	1	2	middle	11
3_LDB_1301827_1611925	3	1301827	1611925	1	2	late	5
3_LDB_1301827_1611925	3	1301827	1611925	2	3	early	8
3_LDB_1301827_1611925	3	1301827	1611925	2	3	middle	2
3_LDB_1301827_1611925	3	1301827	1611925	2	3	late	1
3_LDB_1301827_1611925	3	1301827	1611925	3	4	early	5
3_LDB_1301827_1611925	3	1301827	1611925	3	4	middle	2
3_LDB_1301827_1611925	3	1301827	1611925	3	4	late	0
3_LDB_1301827_1611925	3	1301827	1611925	4	5	early	1
3_LDB_1301827_1611925	3	1301827	1611925	4	5	middle	0
3_LDB_1301827_1611925	3	1301827	1611925	4	5	late	5
3_LDB_1301827_1611925	3	1301827	1611925	5	6	early	1
3_LDB_1301827_1611925	3	1301827	1611925	5	6	middle	2
3_LDB_1301827_1611925	3	1301827	1611925	5	6	late	0
3_LDB_1614950_1629774	3	1614950	1629774	0	1	early	13
3_LDB_1614950_1629774	3	1614950	1629774	0	1	middle	14
3_LDB_1614950_1629774	3	1614950	1629774	0	1	late	19
3_LDB_1614950_1629774	3	1614950	1629774	1	2	early	8
3_LDB_1614950_1629774	3	1614950	1629774	1	2	middle	13
3_LDB_1614950_1629774	3	1614950	1629774	1	2	late	5
3_LDB_1614950_1629774	3	1614950	1629774	2	3	early	9
3_LDB_1614950_1629774	3	1614950	1629774	2	3	middle	2
3_LDB_1614950_1629774	3	1614950	1629774	2	3	late	6
3_LDB_1634611_2120898	3	1634611	2120898	0	1	early	9
3_LDB_1634611_2120898	3	1634611	2120898	0	1	middle	10
3_LDB_1634611_2120898	3	1634611	2120898	0	1	late	11
3_LDB_1634611_2120898	3	1634611	2120898	1	2	early	7
3_LDB_1634611_2120898	3	1634611	2120898	1	2	middle	9
3_LDB_1634611_2120898	3	1634611	2120898	1	2	late	4
3_LDB_1634611_2120898	3	1634611	2120898	2	3	early	6
3_LDB_1634611_2120898	3	1634611	2120898	2	3	middle	2
3_LDB_1634611_2120898	3	1634611	2120898	2	3	late	1
3_LDB_1634611_2120898	3	1634611	2120898	4	4	early	1
3_LDB_1634611_2120898	3	1634611	2120898	4	4	middle	3
3_LDB_1634611_2120898	3	1634611	2120898	4	4	late	5
3_LDB_1634611_2120898	3	1634611	2120898	3	5	early	1
3_LDB_1634611_2120898	3	1634611	2120898	3	5	middle	1
3_LDB_1634611_2120898	3	1634611	2120898	3	5	late	5
3_LDB_1634611_2120898	3	1634611	2120898	5	6	early	5
3_LDB_1634611_2120898	3	1634611	2120898	5	6	middle	2
3_LDB_1634611_2120898	3	1634611	2120898	5	6	late	0
3_LDB_1634611_2120898	3	1634611	2120898	6	7	early	1
3_LDB_1634611_2120898	3	1634611	2120898	6	7	middle	2
3_LDB_1634611_2120898	3	1634611	2120898	6	7	late	1
3_LDB_1634611_2120898	3	1634611	2120898	7	8	early	0
3_LDB_1634611_2120898	3	1634611	2120898	7	8	middle	0
3_LDB_1634611_2120898	3	1634611	2120898	7	8	late	3
3_LDB_2133548_2573901	3	2133548	2573901	0	1	early	8
3_LDB_2133548_2573901	3	2133548	2573901	0	1	middle	11
3_LDB_2133548_2573901	3	2133548	2573901	0	1	late	16
3_LDB_2133548_2573901	3	2133548	2573901	2	2	early	8
3_LDB_2133548_2573901	3	2133548	2573901	2	2	middle	4
3_LDB_2133548_2573901	3	2133548	2573901	2	2	late	7
3_LDB_2133548_2573901	3	2133548	2573901	1	3	early	5
3_LDB_2133548_2573901	3	2133548	2573901	1	3	middle	6
3_LDB_2133548_2573901	3	2133548	2573901	1	3	late	4
3_LDB_2133548_2573901	3	2133548	2573901	3	4	early	6
3_LDB_2133548_2573901	3	2133548	2573901	3	4	middle	3
3_LDB_2133548_2573901	3	2133548	2573901	3	4	late	0
3_LDB_2133548_2573901	3	2133548	2573901	NA	5	early	3
3_LDB_2133548_2573901	3	2133548	2573901	NA	5	middle	3
3_LDB_2133548_2573901	3	2133548	2573901	NA	5	late	1
3_LDB_2133548_2573901	3	2133548	2573901	5	6	early	0
3_LDB_2133548_2573901	3	2133548	2573901	5	6	middle	2
3_LDB_2133548_2573901	3	2133548	2573901	5	6	late	2
3_LDB_2581223_3379496	3	2581223	3379496	0	1	early	8
3_LDB_2581223_3379496	3	2581223	3379496	0	1	middle	9
3_LDB_2581223_3379496	3	2581223	3379496	0	1	late	13
3_LDB_2581223_3379496	3	2581223	3379496	1	2	early	8
3_LDB_2581223_3379496	3	2581223	3379496	1	2	middle	9
3_LDB_2581223_3379496	3	2581223	3379496	1	2	late	6
3_LDB_2581223_3379496	3	2581223	3379496	2	3	early	7
3_LDB_2581223_3379496	3	2581223	3379496	2	3	middle	3
3_LDB_2581223_3379496	3	2581223	3379496	2	3	late	8
3_LDB_2581223_3379496	3	2581223	3379496	3	4	early	6
3_LDB_2581223_3379496	3	2581223	3379496	3	4	middle	4
3_LDB_2581223_3379496	3	2581223	3379496	3	4	late	1
3_LDB_2581223_3379496	3	2581223	3379496	4	5	early	1
3_LDB_2581223_3379496	3	2581223	3379496	4	5	middle	4
3_LDB_2581223_3379496	3	2581223	3379496	4	5	late	1
3_LDB_2581223_3379496	3	2581223	3379496	NA	6	early	0
3_LDB_2581223_3379496	3	2581223	3379496	NA	6	middle	0
3_LDB_2581223_3379496	3	2581223	3379496	NA	6	late	1
3_LDB_3384054_3387506	3	3384054	3387506	0	1	early	16
3_LDB_3384054_3387506	3	3384054	3387506	0	1	middle	15
3_LDB_3384054_3387506	3	3384054	3387506	0	1	late	22
3_LDB_3384054_3387506	3	3384054	3387506	1	2	early	13
3_LDB_3384054_3387506	3	3384054	3387506	1	2	middle	14
3_LDB_3384054_3387506	3	3384054	3387506	1	2	late	8
3_LDB_3384054_3387506	3	3384054	3387506	NA	3	early	1
3_LDB_3384054_3387506	3	3384054	3387506	NA	3	middle	0
3_LDB_3384054_3387506	3	3384054	3387506	NA	3	late	0
chr3:3390677	3	3389677	3391677	0	1	early	24
chr3:3390677	3	3389677	3391677	0	1	middle	26
chr3:3390677	3	3389677	3391677	0	1	late	30
chr3:3390677	3	3389677	3391677	1	2	early	6
chr3:3390677	3	3389677	3391677	1	2	middle	3
chr3:3390677	3	3389677	3391677	1	2	late	0
3_LDB_3395361_3831038	3	3395361	3831038	0	1	early	10
3_LDB_3395361_3831038	3	3395361	3831038	0	1	middle	14
3_LDB_3395361_3831038	3	3395361	3831038	0	1	late	20
3_LDB_3395361_3831038	3	3395361	3831038	1	2	early	8
3_LDB_3395361_3831038	3	3395361	3831038	1	2	middle	10
3_LDB_3395361_3831038	3	3395361	3831038	1	2	late	8
3_LDB_3395361_3831038	3	3395361	3831038	2	3	early	6
3_LDB_3395361_3831038	3	3395361	3831038	2	3	middle	3
3_LDB_3395361_3831038	3	3395361	3831038	2	3	late	0
3_LDB_3395361_3831038	3	3395361	3831038	3	4	early	6
3_LDB_3395361_3831038	3	3395361	3831038	3	4	middle	2
3_LDB_3395361_3831038	3	3395361	3831038	3	4	late	1
3_LDB_3395361_3831038	3	3395361	3831038	NA	5	early	0
3_LDB_3395361_3831038	3	3395361	3831038	NA	5	middle	0
3_LDB_3395361_3831038	3	3395361	3831038	NA	5	late	1
3_LDB_3841646_3936963	3	3841646	3936963	0	1	early	19
3_LDB_3841646_3936963	3	3841646	3936963	0	1	middle	17
3_LDB_3841646_3936963	3	3841646	3936963	0	1	late	15
3_LDB_3841646_3936963	3	3841646	3936963	1	2	early	4
3_LDB_3841646_3936963	3	3841646	3936963	1	2	middle	10
3_LDB_3841646_3936963	3	3841646	3936963	1	2	late	12
3_LDB_3841646_3936963	3	3841646	3936963	2	3	early	7
3_LDB_3841646_3936963	3	3841646	3936963	2	3	middle	1
3_LDB_3841646_3936963	3	3841646	3936963	2	3	late	1
3_LDB_3841646_3936963	3	3841646	3936963	3	4	early	0
3_LDB_3841646_3936963	3	3841646	3936963	3	4	middle	1
3_LDB_3841646_3936963	3	3841646	3936963	3	4	late	2
3_LDB_3940304_4740238	3	3940304	4740238	0	1	early	10
3_LDB_3940304_4740238	3	3940304	4740238	0	1	middle	10
3_LDB_3940304_4740238	3	3940304	4740238	0	1	late	17
3_LDB_3940304_4740238	3	3940304	4740238	1	2	early	6
3_LDB_3940304_4740238	3	3940304	4740238	1	2	middle	3
3_LDB_3940304_4740238	3	3940304	4740238	1	2	late	4
3_LDB_3940304_4740238	3	3940304	4740238	2	3	early	7
3_LDB_3940304_4740238	3	3940304	4740238	2	3	middle	2
3_LDB_3940304_4740238	3	3940304	4740238	2	3	late	3
3_LDB_3940304_4740238	3	3940304	4740238	NA	4	early	0
3_LDB_3940304_4740238	3	3940304	4740238	NA	4	middle	4
3_LDB_3940304_4740238	3	3940304	4740238	NA	4	late	4
3_LDB_3940304_4740238	3	3940304	4740238	3	5	early	2
3_LDB_3940304_4740238	3	3940304	4740238	3	5	middle	5
3_LDB_3940304_4740238	3	3940304	4740238	3	5	late	0
3_LDB_3940304_4740238	3	3940304	4740238	5	6	early	1
3_LDB_3940304_4740238	3	3940304	4740238	5	6	middle	2
3_LDB_3940304_4740238	3	3940304	4740238	5	6	late	2
3_LDB_3940304_4740238	3	3940304	4740238	4	7	early	4
3_LDB_3940304_4740238	3	3940304	4740238	4	7	middle	1
3_LDB_3940304_4740238	3	3940304	4740238	4	7	late	0
3_LDB_3940304_4740238	3	3940304	4740238	6	8	early	0
3_LDB_3940304_4740238	3	3940304	4740238	6	8	middle	2
3_LDB_3940304_4740238	3	3940304	4740238	6	8	late	0
chr3:4743553	3	4742553	4744553	0	1	early	21
chr3:4743553	3	4742553	4744553	0	1	middle	25
chr3:4743553	3	4742553	4744553	0	1	late	23
chr3:4743553	3	4742553	4744553	1	2	early	8
chr3:4743553	3	4742553	4744553	1	2	middle	4
chr3:4743553	3	4742553	4744553	1	2	late	3
chr3:4743553	3	4742553	4744553	NA	3	early	1
chr3:4743553	3	4742553	4744553	NA	3	middle	0
chr3:4743553	3	4742553	4744553	NA	3	late	4
3_LDB_4752750_5236734	3	4752750	5236734	0	1	early	15
3_LDB_4752750_5236734	3	4752750	5236734	0	1	middle	18
3_LDB_4752750_5236734	3	4752750	5236734	0	1	late	14
3_LDB_4752750_5236734	3	4752750	5236734	1	2	early	1
3_LDB_4752750_5236734	3	4752750	5236734	1	2	middle	2
3_LDB_4752750_5236734	3	4752750	5236734	1	2	late	8
3_LDB_4752750_5236734	3	4752750	5236734	2	3	early	7
3_LDB_4752750_5236734	3	4752750	5236734	2	3	middle	3
3_LDB_4752750_5236734	3	4752750	5236734	2	3	late	0
3_LDB_4752750_5236734	3	4752750	5236734	3	4	early	7
3_LDB_4752750_5236734	3	4752750	5236734	3	4	middle	2
3_LDB_4752750_5236734	3	4752750	5236734	3	4	late	1
3_LDB_4752750_5236734	3	4752750	5236734	5	5	early	0
3_LDB_4752750_5236734	3	4752750	5236734	5	5	middle	2
3_LDB_4752750_5236734	3	4752750	5236734	5	5	late	4
3_LDB_4752750_5236734	3	4752750	5236734	4	6	early	0
3_LDB_4752750_5236734	3	4752750	5236734	4	6	middle	2
3_LDB_4752750_5236734	3	4752750	5236734	4	6	late	3
3_LDB_5241126_5256504	3	5241126	5256504	0	1	early	24
3_LDB_5241126_5256504	3	5241126	5256504	0	1	middle	24
3_LDB_5241126_5256504	3	5241126	5256504	0	1	late	26
3_LDB_5241126_5256504	3	5241126	5256504	1	2	early	6
3_LDB_5241126_5256504	3	5241126	5256504	1	2	middle	5
3_LDB_5241126_5256504	3	5241126	5256504	1	2	late	4
3_LDB_5259713_6059655	3	5259713	6059655	0	1	early	9
3_LDB_5259713_6059655	3	5259713	6059655	0	1	middle	13
3_LDB_5259713_6059655	3	5259713	6059655	0	1	late	16
3_LDB_5259713_6059655	3	5259713	6059655	1	2	early	7
3_LDB_5259713_6059655	3	5259713	6059655	1	2	middle	4
3_LDB_5259713_6059655	3	5259713	6059655	1	2	late	4
3_LDB_5259713_6059655	3	5259713	6059655	2	3	early	2
3_LDB_5259713_6059655	3	5259713	6059655	2	3	middle	7
3_LDB_5259713_6059655	3	5259713	6059655	2	3	late	6
3_LDB_5259713_6059655	3	5259713	6059655	3	4	early	6
3_LDB_5259713_6059655	3	5259713	6059655	3	4	middle	3
3_LDB_5259713_6059655	3	5259713	6059655	3	4	late	0
3_LDB_5259713_6059655	3	5259713	6059655	4	5	early	1
3_LDB_5259713_6059655	3	5259713	6059655	4	5	middle	2
3_LDB_5259713_6059655	3	5259713	6059655	4	5	late	4
3_LDB_5259713_6059655	3	5259713	6059655	5	6	early	5
3_LDB_5259713_6059655	3	5259713	6059655	5	6	middle	0
3_LDB_5259713_6059655	3	5259713	6059655	5	6	late	0
chr3:6065716	3	6064716	6066716	0	1	early	21
chr3:6065716	3	6064716	6066716	0	1	middle	16
chr3:6065716	3	6064716	6066716	0	1	late	17
chr3:6065716	3	6064716	6066716	1	2	early	9
chr3:6065716	3	6064716	6066716	1	2	middle	13
chr3:6065716	3	6064716	6066716	1	2	late	13
chr3:6089071	3	6088071	6090071	0	1	early	15
chr3:6089071	3	6088071	6090071	0	1	middle	16
chr3:6089071	3	6088071	6090071	0	1	late	14
chr3:6089071	3	6088071	6090071	1	2	early	15
chr3:6089071	3	6088071	6090071	1	2	middle	13
chr3:6089071	3	6088071	6090071	1	2	late	16
3_LDB_6107535_6675676	3	6107535	6675676	0	1	early	7
3_LDB_6107535_6675676	3	6107535	6675676	0	1	middle	6
3_LDB_6107535_6675676	3	6107535	6675676	0	1	late	15
3_LDB_6107535_6675676	3	6107535	6675676	1	2	early	2
3_LDB_6107535_6675676	3	6107535	6675676	1	2	middle	7
3_LDB_6107535_6675676	3	6107535	6675676	1	2	late	9
3_LDB_6107535_6675676	3	6107535	6675676	2	3	early	7
3_LDB_6107535_6675676	3	6107535	6675676	2	3	middle	4
3_LDB_6107535_6675676	3	6107535	6675676	2	3	late	4
3_LDB_6107535_6675676	3	6107535	6675676	4	4	early	6
3_LDB_6107535_6675676	3	6107535	6675676	4	4	middle	3
3_LDB_6107535_6675676	3	6107535	6675676	4	4	late	1
3_LDB_6107535_6675676	3	6107535	6675676	3	5	early	6
3_LDB_6107535_6675676	3	6107535	6675676	3	5	middle	4
3_LDB_6107535_6675676	3	6107535	6675676	3	5	late	0
3_LDB_6107535_6675676	3	6107535	6675676	NA	6	early	0
3_LDB_6107535_6675676	3	6107535	6675676	NA	6	middle	3
3_LDB_6107535_6675676	3	6107535	6675676	NA	6	late	1
3_LDB_6107535_6675676	3	6107535	6675676	5	7	early	2
3_LDB_6107535_6675676	3	6107535	6675676	5	7	middle	2
3_LDB_6107535_6675676	3	6107535	6675676	5	7	late	0
3_LDB_6680588_6684869	3	6680588	6684869	0	1	early	16
3_LDB_6680588_6684869	3	6680588	6684869	0	1	middle	22
3_LDB_6680588_6684869	3	6680588	6684869	0	1	late	25
3_LDB_6680588_6684869	3	6680588	6684869	1	2	early	14
3_LDB_6680588_6684869	3	6680588	6684869	1	2	middle	7
3_LDB_6680588_6684869	3	6680588	6684869	1	2	late	5
3_LDB_6695285_6927075	3	6695285	6927075	0	1	early	10
3_LDB_6695285_6927075	3	6695285	6927075	0	1	middle	16
3_LDB_6695285_6927075	3	6695285	6927075	0	1	late	22
3_LDB_6695285_6927075	3	6695285	6927075	1	2	early	7
3_LDB_6695285_6927075	3	6695285	6927075	1	2	middle	6
3_LDB_6695285_6927075	3	6695285	6927075	1	2	late	3
3_LDB_6695285_6927075	3	6695285	6927075	2	3	early	7
3_LDB_6695285_6927075	3	6695285	6927075	2	3	middle	4
3_LDB_6695285_6927075	3	6695285	6927075	2	3	late	4
3_LDB_6695285_6927075	3	6695285	6927075	3	4	early	6
3_LDB_6695285_6927075	3	6695285	6927075	3	4	middle	3
3_LDB_6695285_6927075	3	6695285	6927075	3	4	late	1
3_LDB_6930244_7730076	3	6930244	7730076	0	1	early	11
3_LDB_6930244_7730076	3	6930244	7730076	0	1	middle	18
3_LDB_6930244_7730076	3	6930244	7730076	0	1	late	23
3_LDB_6930244_7730076	3	6930244	7730076	2	2	early	7
3_LDB_6930244_7730076	3	6930244	7730076	2	2	middle	3
3_LDB_6930244_7730076	3	6930244	7730076	2	2	late	2
3_LDB_6930244_7730076	3	6930244	7730076	1	3	early	3
3_LDB_6930244_7730076	3	6930244	7730076	1	3	middle	5
3_LDB_6930244_7730076	3	6930244	7730076	1	3	late	3
3_LDB_6930244_7730076	3	6930244	7730076	3	4	early	6
3_LDB_6930244_7730076	3	6930244	7730076	3	4	middle	3
3_LDB_6930244_7730076	3	6930244	7730076	3	4	late	1
3_LDB_6930244_7730076	3	6930244	7730076	4	5	early	3
3_LDB_6930244_7730076	3	6930244	7730076	4	5	middle	0
3_LDB_6930244_7730076	3	6930244	7730076	4	5	late	1
3_LDB_7733665_7739452	3	7733665	7739452	0	1	early	16
3_LDB_7733665_7739452	3	7733665	7739452	0	1	middle	23
3_LDB_7733665_7739452	3	7733665	7739452	0	1	late	26
3_LDB_7733665_7739452	3	7733665	7739452	1	2	early	8
3_LDB_7733665_7739452	3	7733665	7739452	1	2	middle	3
3_LDB_7733665_7739452	3	7733665	7739452	1	2	late	3
3_LDB_7733665_7739452	3	7733665	7739452	2	3	early	6
3_LDB_7733665_7739452	3	7733665	7739452	2	3	middle	3
3_LDB_7733665_7739452	3	7733665	7739452	2	3	late	1
3_LDB_7749703_8207656	3	7749703	8207656	0	1	early	15
3_LDB_7749703_8207656	3	7749703	8207656	0	1	middle	23
3_LDB_7749703_8207656	3	7749703	8207656	0	1	late	26
3_LDB_7749703_8207656	3	7749703	8207656	1	2	early	8
3_LDB_7749703_8207656	3	7749703	8207656	1	2	middle	3
3_LDB_7749703_8207656	3	7749703	8207656	1	2	late	4
3_LDB_7749703_8207656	3	7749703	8207656	2	3	early	7
3_LDB_7749703_8207656	3	7749703	8207656	2	3	middle	3
3_LDB_7749703_8207656	3	7749703	8207656	2	3	late	0
3_LDB_8210811_8237374	3	8210811	8237374	0	1	early	15
3_LDB_8210811_8237374	3	8210811	8237374	0	1	middle	23
3_LDB_8210811_8237374	3	8210811	8237374	0	1	late	25
3_LDB_8210811_8237374	3	8210811	8237374	1	2	early	8
3_LDB_8210811_8237374	3	8210811	8237374	1	2	middle	3
3_LDB_8210811_8237374	3	8210811	8237374	1	2	late	4
3_LDB_8210811_8237374	3	8210811	8237374	2	3	early	7
3_LDB_8210811_8237374	3	8210811	8237374	2	3	middle	3
3_LDB_8210811_8237374	3	8210811	8237374	2	3	late	1
3_LDB_8240617_8244537	3	8240617	8244537	0	1	early	19
3_LDB_8240617_8244537	3	8240617	8244537	0	1	middle	24
3_LDB_8240617_8244537	3	8240617	8244537	0	1	late	29
3_LDB_8240617_8244537	3	8240617	8244537	1	2	early	7
3_LDB_8240617_8244537	3	8240617	8244537	1	2	middle	3
3_LDB_8240617_8244537	3	8240617	8244537	1	2	late	0
3_LDB_8240617_8244537	3	8240617	8244537	2	3	early	4
3_LDB_8240617_8244537	3	8240617	8244537	2	3	middle	1
3_LDB_8240617_8244537	3	8240617	8244537	2	3	late	1
3_LDB_8240617_8244537	3	8240617	8244537	NA	4	early	0
3_LDB_8240617_8244537	3	8240617	8244537	NA	4	middle	1
3_LDB_8240617_8244537	3	8240617	8244537	NA	4	late	0
3_LDB_8260999_8509003	3	8260999	8509003	0	1	early	13
3_LDB_8260999_8509003	3	8260999	8509003	0	1	middle	21
3_LDB_8260999_8509003	3	8260999	8509003	0	1	late	24
3_LDB_8260999_8509003	3	8260999	8509003	1	2	early	7
3_LDB_8260999_8509003	3	8260999	8509003	1	2	middle	3
3_LDB_8260999_8509003	3	8260999	8509003	1	2	late	4
3_LDB_8260999_8509003	3	8260999	8509003	2	3	early	7
3_LDB_8260999_8509003	3	8260999	8509003	2	3	middle	3
3_LDB_8260999_8509003	3	8260999	8509003	2	3	late	0
3_LDB_8260999_8509003	3	8260999	8509003	3	4	early	3
3_LDB_8260999_8509003	3	8260999	8509003	3	4	middle	2
